id,labels,properties
20358,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3360498,44.5013785,11.3360498,44.5013785],\""latitude\"":44.5013785,\""lon\"":11.3360498,\""x\"":\""11.3360498\"",\""y\"":\""44.5013785\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013785,\""longitude\"":11.3360498,\""height\"":null},\""geometry\"":\""POINT(11.3360498 44.5013785)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960686\"",\""street_count\"":\""2\"",\""lat\"":44.5013785,\""longitude\"":11.3360498}"
20359,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359784,44.5013828,11.3359784,44.5013828],\""latitude\"":44.5013828,\""lon\"":11.3359784,\""x\"":\""11.3359784\"",\""y\"":\""44.5013828\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013828,\""longitude\"":11.3359784,\""height\"":null},\""geometry\"":\""POINT(11.3359784 44.5013828)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960687\"",\""street_count\"":\""2\"",\""lat\"":44.5013828,\""longitude\"":11.3359784}"
20360,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359139,44.5013362,11.3359139,44.5013362],\""latitude\"":44.5013362,\""lon\"":11.3359139,\""x\"":\""11.3359139\"",\""y\"":\""44.5013362\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013362,\""longitude\"":11.3359139,\""height\"":null},\""geometry\"":\""POINT(11.3359139 44.5013362)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960688\"",\""street_count\"":\""2\"",\""lat\"":44.5013362,\""longitude\"":11.3359139}"
20361,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359516,44.5013513,11.3359516,44.5013513],\""latitude\"":44.5013513,\""lon\"":11.3359516,\""x\"":\""11.3359516\"",\""y\"":\""44.5013513\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013513,\""longitude\"":11.3359516,\""height\"":null},\""geometry\"":\""POINT(11.3359516 44.5013513)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960689\"",\""street_count\"":\""2\"",\""lat\"":44.5013513,\""longitude\"":11.3359516}"
20362,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3359326,44.5013614,11.3359326,44.5013614],\""latitude\"":44.5013614,\""lon\"":11.3359326,\""x\"":\""11.3359326\"",\""y\"":\""44.5013614\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5013614,\""longitude\"":11.3359326,\""height\"":null},\""geometry\"":\""POINT(11.3359326 44.5013614)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960690\"",\""street_count\"":\""2\"",\""lat\"":44.5013614,\""longitude\"":11.3359326}"
20363,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3350222,44.5009756,11.3350222,44.5009756],\""latitude\"":44.5009756,\""lon\"":11.3350222,\""x\"":\""11.3350222\"",\""y\"":\""44.5009756\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5009756,\""longitude\"":11.3350222,\""height\"":null},\""geometry\"":\""POINT(11.3350222 44.5009756)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960693\"",\""street_count\"":\""1\"",\""lat\"":44.5009756,\""longitude\"":11.3350222}"
20364,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3352193,44.5009582,11.3352193,44.5009582],\""latitude\"":44.5009582,\""lon\"":11.3352193,\""x\"":\""11.3352193\"",\""y\"":\""44.5009582\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5009582,\""longitude\"":11.3352193,\""height\"":null},\""geometry\"":\""POINT(11.3352193 44.5009582)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960694\"",\""street_count\"":\""2\"",\""lat\"":44.5009582,\""longitude\"":11.3352193}"
20365,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3356976,44.5008561,11.3356976,44.5008561],\""latitude\"":44.5008561,\""lon\"":11.3356976,\""x\"":\""11.3356976\"",\""y\"":\""44.5008561\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5008561,\""longitude\"":11.3356976,\""height\"":null},\""geometry\"":\""POINT(11.3356976 44.5008561)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960695\"",\""street_count\"":\""3\"",\""lat\"":44.5008561,\""longitude\"":11.3356976}"
20366,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3352542,44.5009534,11.3352542,44.5009534],\""latitude\"":44.5009534,\""lon\"":11.3352542,\""x\"":\""11.3352542\"",\""y\"":\""44.5009534\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5009534,\""longitude\"":11.3352542,\""height\"":null},\""geometry\"":\""POINT(11.3352542 44.5009534)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960696\"",\""street_count\"":\""2\"",\""lat\"":44.5009534,\""longitude\"":11.3352542}"
20367,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3356189,44.5008742,11.3356189,44.5008742],\""latitude\"":44.5008742,\""lon\"":11.3356189,\""x\"":\""11.3356189\"",\""y\"":\""44.5008742\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5008742,\""longitude\"":11.3356189,\""height\"":null},\""geometry\"":\""POINT(11.3356189 44.5008742)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960697\"",\""street_count\"":\""2\"",\""lat\"":44.5008742,\""longitude\"":11.3356189}"
20368,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3351488,44.5015447,11.3351488,44.5015447],\""latitude\"":44.5015447,\""lon\"":11.3351488,\""x\"":\""11.3351488\"",\""y\"":\""44.5015447\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5015447,\""longitude\"":11.3351488,\""height\"":null},\""geometry\"":\""POINT(11.3351488 44.5015447)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960723\"",\""street_count\"":\""2\"",\""lat\"":44.5015447,\""longitude\"":11.3351488}"
20369,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3349322,44.501505,11.3349322,44.501505],\""latitude\"":44.501505,\""lon\"":11.3349322,\""x\"":\""11.3349322\"",\""y\"":\""44.501505\"",\""geometry\"":\""POINT(11.3349322 44.501505)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.501505,\""longitude\"":11.3349322,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960724\"",\""street_count\"":\""2\"",\""lat\"":44.501505,\""longitude\"":11.3349322}"
20370,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3348463,44.5014816,11.3348463,44.5014816],\""latitude\"":44.5014816,\""lon\"":11.3348463,\""x\"":\""11.3348463\"",\""y\"":\""44.5014816\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5014816,\""longitude\"":11.3348463,\""height\"":null},\""geometry\"":\""POINT(11.3348463 44.5014816)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960725\"",\""street_count\"":\""1\"",\""lat\"":44.5014816,\""longitude\"":11.3348463}"
20371,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3348571,44.5018486,11.3348571,44.5018486],\""latitude\"":44.5018486,\""lon\"":11.3348571,\""x\"":\""11.3348571\"",\""y\"":\""44.5018486\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5018486,\""longitude\"":11.3348571,\""height\"":null},\""geometry\"":\""POINT(11.3348571 44.5018486)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960734\"",\""street_count\"":\""2\"",\""lat\"":44.5018486,\""longitude\"":11.3348571}"
20372,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3344049,44.5016452,11.3344049,44.5016452],\""latitude\"":44.5016452,\""lon\"":11.3344049,\""x\"":\""11.3344049\"",\""y\"":\""44.5016452\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5016452,\""longitude\"":11.3344049,\""height\"":null},\""geometry\"":\""POINT(11.3344049 44.5016452)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960735\"",\""street_count\"":\""1\"",\""lat\"":44.5016452,\""longitude\"":11.3344049}"
20373,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3347774,44.5017544,11.3347774,44.5017544],\""latitude\"":44.5017544,\""lon\"":11.3347774,\""x\"":\""11.3347774\"",\""y\"":\""44.5017544\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5017544,\""longitude\"":11.3347774,\""height\"":null},\""geometry\"":\""POINT(11.3347774 44.5017544)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960736\"",\""street_count\"":\""2\"",\""lat\"":44.5017544,\""longitude\"":11.3347774}"
20374,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338823,44.5027043,11.3338823,44.5027043],\""latitude\"":44.5027043,\""lon\"":11.3338823,\""x\"":\""11.3338823\"",\""y\"":\""44.5027043\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5027043,\""longitude\"":11.3338823,\""height\"":null},\""geometry\"":\""POINT(11.3338823 44.5027043)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960737\"",\""street_count\"":\""2\"",\""lat\"":44.5027043,\""longitude\"":11.3338823}"
20375,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3338637,44.5024518,11.3338637,44.5024518],\""latitude\"":44.5024518,\""lon\"":11.3338637,\""x\"":\""11.3338637\"",\""y\"":\""44.5024518\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5024518,\""longitude\"":11.3338637,\""height\"":null},\""geometry\"":\""POINT(11.3338637 44.5024518)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960738\"",\""street_count\"":\""2\"",\""lat\"":44.5024518,\""longitude\"":11.3338637}"
20376,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.334253,44.5020857,11.334253,44.5020857],\""latitude\"":44.5020857,\""lon\"":11.334253,\""x\"":\""11.334253\"",\""y\"":\""44.5020857\"",\""geometry\"":\""POINT(11.334253 44.5020857)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5020857,\""longitude\"":11.334253,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960739\"",\""street_count\"":\""2\"",\""lat\"":44.5020857,\""longitude\"":11.334253}"
20377,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3342432,44.5020727,11.3342432,44.5020727],\""latitude\"":44.5020727,\""lon\"":11.3342432,\""x\"":\""11.3342432\"",\""y\"":\""44.5020727\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5020727,\""longitude\"":11.3342432,\""height\"":null},\""geometry\"":\""POINT(11.3342432 44.5020727)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960740\"",\""street_count\"":\""3\"",\""lat\"":44.5020727,\""longitude\"":11.3342432}"
20378,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.334252,44.5020783,11.334252,44.5020783],\""latitude\"":44.5020783,\""lon\"":11.334252,\""x\"":\""11.334252\"",\""y\"":\""44.5020783\"",\""geometry\"":\""POINT(11.334252 44.5020783)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5020783,\""longitude\"":11.334252,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960741\"",\""street_count\"":\""2\"",\""lat\"":44.5020783,\""longitude\"":11.334252}"
20379,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.333929,44.5024183,11.333929,44.5024183],\""latitude\"":44.5024183,\""lon\"":11.333929,\""x\"":\""11.333929\"",\""y\"":\""44.5024183\"",\""geometry\"":\""POINT(11.333929 44.5024183)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5024183,\""longitude\"":11.333929,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960742\"",\""street_count\"":\""2\"",\""lat\"":44.5024183,\""longitude\"":11.333929}"
20380,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3339124,44.5025072,11.3339124,44.5025072],\""latitude\"":44.5025072,\""lon\"":11.3339124,\""x\"":\""11.3339124\"",\""y\"":\""44.5025072\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5025072,\""longitude\"":11.3339124,\""height\"":null},\""geometry\"":\""POINT(11.3339124 44.5025072)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960744\"",\""street_count\"":\""2\"",\""lat\"":44.5025072,\""longitude\"":11.3339124}"
20381,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3349287,44.5019278,11.3349287,44.5019278],\""latitude\"":44.5019278,\""lon\"":11.3349287,\""x\"":\""11.3349287\"",\""y\"":\""44.5019278\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5019278,\""longitude\"":11.3349287,\""height\"":null},\""geometry\"":\""POINT(11.3349287 44.5019278)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12896960745\"",\""street_count\"":\""2\"",\""lat\"":44.5019278,\""longitude\"":11.3349287}"
20382,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.333258,44.4997929,11.333258,44.4997929],\""latitude\"":44.4997929,\""lon\"":11.333258,\""x\"":\""11.333258\"",\""y\"":\""44.4997929\"",\""geometry\"":\""POINT(11.333258 44.4997929)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4997929,\""longitude\"":11.333258,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12899046724\"",\""street_count\"":\""3\"",\""lat\"":44.4997929,\""longitude\"":11.333258}"
20383,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3326563,44.4993088,11.3326563,44.4993088],\""latitude\"":44.4993088,\""lon\"":11.3326563,\""x\"":\""11.3326563\"",\""y\"":\""44.4993088\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4993088,\""longitude\"":11.3326563,\""height\"":null},\""geometry\"":\""POINT(11.3326563 44.4993088)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901971991\"",\""street_count\"":\""2\"",\""lat\"":44.4993088,\""longitude\"":11.3326563}"
20384,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3325535,44.4988607,11.3325535,44.4988607],\""latitude\"":44.4988607,\""lon\"":11.3325535,\""x\"":\""11.3325535\"",\""y\"":\""44.4988607\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4988607,\""longitude\"":11.3325535,\""height\"":null},\""geometry\"":\""POINT(11.3325535 44.4988607)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901971992\"",\""street_count\"":\""2\"",\""lat\"":44.4988607,\""longitude\"":11.3325535}"
20385,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3326091,44.4988617,11.3326091,44.4988617],\""latitude\"":44.4988617,\""lon\"":11.3326091,\""x\"":\""11.3326091\"",\""y\"":\""44.4988617\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4988617,\""longitude\"":11.3326091,\""height\"":null},\""geometry\"":\""POINT(11.3326091 44.4988617)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901971993\"",\""street_count\"":\""2\"",\""lat\"":44.4988617,\""longitude\"":11.3326091}"
20386,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.332484,44.4988681,11.332484,44.4988681],\""latitude\"":44.4988681,\""lon\"":11.332484,\""x\"":\""11.332484\"",\""y\"":\""44.4988681\"",\""geometry\"":\""POINT(11.332484 44.4988681)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4988681,\""longitude\"":11.332484,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990110\"",\""street_count\"":\""2\"",\""lat\"":44.4988681,\""longitude\"":11.332484}"
20387,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3321997,44.4989107,11.3321997,44.4989107],\""latitude\"":44.4989107,\""lon\"":11.3321997,\""x\"":\""11.3321997\"",\""y\"":\""44.4989107\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4989107,\""longitude\"":11.3321997,\""height\"":null},\""geometry\"":\""POINT(11.3321997 44.4989107)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990111\"",\""street_count\"":\""2\"",\""lat\"":44.4989107,\""longitude\"":11.3321997}"
20388,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3318507,44.4989637,11.3318507,44.4989637],\""latitude\"":44.4989637,\""lon\"":11.3318507,\""x\"":\""11.3318507\"",\""y\"":\""44.4989637\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4989637,\""longitude\"":11.3318507,\""height\"":null},\""geometry\"":\""POINT(11.3318507 44.4989637)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990112\"",\""street_count\"":\""2\"",\""lat\"":44.4989637,\""longitude\"":11.3318507}"
20389,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3316785,44.4989877,11.3316785,44.4989877],\""latitude\"":44.4989877,\""lon\"":11.3316785,\""x\"":\""11.3316785\"",\""y\"":\""44.4989877\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4989877,\""longitude\"":11.3316785,\""height\"":null},\""geometry\"":\""POINT(11.3316785 44.4989877)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990113\"",\""street_count\"":\""2\"",\""lat\"":44.4989877,\""longitude\"":11.3316785}"
20390,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3316455,44.4994114,11.3316455,44.4994114],\""latitude\"":44.4994114,\""lon\"":11.3316455,\""x\"":\""11.3316455\"",\""y\"":\""44.4994114\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4994114,\""longitude\"":11.3316455,\""height\"":null},\""geometry\"":\""POINT(11.3316455 44.4994114)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990114\"",\""street_count\"":\""2\"",\""lat\"":44.4994114,\""longitude\"":11.3316455}"
20391,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3316292,44.4993966,11.3316292,44.4993966],\""latitude\"":44.4993966,\""lon\"":11.3316292,\""x\"":\""11.3316292\"",\""y\"":\""44.4993966\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4993966,\""longitude\"":11.3316292,\""height\"":null},\""geometry\"":\""POINT(11.3316292 44.4993966)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990115\"",\""street_count\"":\""2\"",\""lat\"":44.4993966,\""longitude\"":11.3316292}"
20392,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3316379,44.4993919,11.3316379,44.4993919],\""latitude\"":44.4993919,\""lon\"":11.3316379,\""x\"":\""11.3316379\"",\""y\"":\""44.4993919\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4993919,\""longitude\"":11.3316379,\""height\"":null},\""geometry\"":\""POINT(11.3316379 44.4993919)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990116\"",\""street_count\"":\""2\"",\""lat\"":44.4993919,\""longitude\"":11.3316379}"
20393,"[RouteNode, FootNode, BikeNode]","{\""gtype\"":1,\""componentId\"":3,\""cyclist_allowed_grafmove\"":\""yes\"",\""bbox\"":[11.3315787,44.4990419,11.3315787,44.4990419],\""latitude\"":44.4990419,\""lon\"":11.3315787,\""x\"":\""11.3315787\"",\""y\"":\""44.4990419\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.4990419,\""longitude\"":11.3315787,\""height\"":null},\""geometry\"":\""POINT(11.3315787 44.4990419)\"",\""pedestrian_allowed_grafmove\"":\""yes\"",\""id\"":\""12901990117\"",\""street_count\"":\""2\"",\""lat\"":44.4990419,\""longitude\"":11.3315787}"
